DIVNAME,DISTNAME,Upazila,DDIEM_ID,Water Depth,Wind Speed,Thrust Force,Polder Damage Condition,Structure Damage Condition,Count
Barisal,Barguna,Amtali,1,4.177748495327103,240.61367583968476,53.407388763377895,HP,"Pacca- Full, Semi Pacca- Full, Kacha- Full",107.0
Barisal,Barguna,Bamna,2,0.0,196.47096065242025,52.92400588005079,HP,"Pacca- No, Semi Pacca- Partial, Kacha- Full",
Barisal,Barguna,Barguna Sadar,3,0.0,236.77297265695083,28.888655168144197,HP,"Pacca- No, Semi Pacca- Partial, Kacha- Full",
Barisal,Barguna,Betagi,4,0.0,183.31252826394854,8.042587448513299,HP,"Pacca- No, Semi Pacca- Partial, Kacha- Full",
Barisal,Barguna,Patharghata,5,3.9992267638888896,243.36200990229065,55.336609914259604,HP,"Pacca- Full, Semi Pacca- Full, Kacha- Full",72.0
Barisal,Barisal,Agailjhara,6,0.0,92.20536399070251,0.0,LP,"Pacca- No, Semi Pacca- No, Kacha- No",
Barisal,Barisal,Babuganj,7,0.0,102.86309024373888,6.4801921803987,No polder in the area,"Pacca- No, Semi Pacca- No, Kacha- Partial",
Barisal,Barisal,Bakerganj,8,0.42194033333333336,132.4998520783527,8.75762511097303,No polder in the area,"Pacca- Partial, Semi Pacca- Full, Kacha- Full",3.0
Barisal,Barisal,Banari Para,9,0.0,104.97398667031575,1.9866046750652298,LP,"Pacca- No, Semi Pacca- No, Kacha- Partial",
Barisal,Barisal,Barisal Sadar (Kotwali),10,0.0,108.26662013017403,6.85631556872329,No polder in the area,"Pacca- No, Semi Pacca- No, Kacha- Partial",
Barisal,Barisal,Gaurnadi,11,0.0,91.68884030492262,3.81209574210826,No polder in the area,"Pacca- No, Semi Pacca- No, Kacha- No",
Barisal,Barisal,Hizla,12,0.44251833333333335,86.28242363616799,3.6212037810946502,No polder in the area,"Pacca- Partial, Semi Pacca- Full, Kacha- Full",3.0
Barisal,Barisal,Mehendiganj,13,0.04336816666666667,97.86592331651848,5.25228144778837,HP,"Pacca- No, Semi Pacca- No, Kacha- Full",6.0
Barisal,Barisal,Muladi,14,0.0,94.13012748707284,4.66845747635983,No polder in the area,"Pacca- No, Semi Pacca- No, Kacha- No",
Barisal,Barisal,Wazirpur,15,0.0,102.81534762192187,7.93509172517028,No polder in the area,"Pacca- No, Semi Pacca- No, Kacha- Partial",
Barisal,Bhola,Bhola Sadar,16,0.0,101.53730090926904,7.941843713637151,MP,"Pacca- No, Semi Pacca- No, Kacha- Partial",
Barisal,Bhola,Burhanuddin,17,0.009219,105.35705204665733,7.205469606432099,HP,"Pacca- No, Semi Pacca- No, Kacha- Full",1.0
Barisal,Bhola,Char Fasson,18,1.4583860641891895,131.8325493877039,11.8094640971044,HP,"Pacca- Full, Semi Pacca- Full, Kacha- Full",296.0
Barisal,Bhola,Daulatkhan,19,0.0,98.17649035076347,4.8878179136355495,HP,"Pacca- No, Semi Pacca- No, Kacha- No",
Barisal,Bhola,Lalmohan,20,0.392088,114.83770397093161,5.15455875124585,HP,"Pacca- Partial, Semi Pacca- Full, Kacha- Full",1.0
Barisal,Bhola,Manpura,21,1.0832951084337352,102.75699601523942,7.13794249260751,HP,"Pacca- Full, Semi Pacca- Full, Kacha- Full",83.0
Barisal,Bhola,Tazumuddin,22,0.5946887999999999,100.29163364181036,4.126393746682,MP,"Pacca- Partial, Semi Pacca- Full, Kacha- Full",5.0
Barisal,Jhalokati,Jhalokati Sadar,23,0.0,120.7390119479236,8.638720752081129,No polder in the area,"Pacca- No, Semi Pacca- No, Kacha- Partial",
Barisal,Jhalokati,Kanthalia,24,0.0,163.19898479317587,6.1849078963208095,HP,"Pacca- No, Semi Pacca- Partial, Kacha- Full",
Barisal,Jhalokati,Nalchity,25,0.0,129.6717935853757,6.786429082270289e-05,No polder in the area,"Pacca- No, Semi Pacca- No, Kacha- Partial",
Barisal,Jhalokati,Rajapur,26,0.0,137.624795766252,0.0,No polder in the area,"Pacca- No, Semi Pacca- No, Kacha- Partial",
Barisal,Patuakhali,Bauphal,27,0.0,126.99603189961528,8.14239257491551,LP,"Pacca- No, Semi Pacca- No, Kacha- Partial",
